Id,Weekly_Sales
10_30_2013-07-26,12157.081775233954
10_31_2012-11-02,5100.418711312977
10_31_2012-11-09,5682.6566211772
10_31_2012-11-16,5140.217134218582
10_31_2012-11-23,6747.518654459418
10_31_2012-11-30,7366.397312713033
10_31_2012-12-07,6876.050679847104
10_31_2012-12-14,8270.484033283088
10_31_2012-12-21,9067.489915656937
10_31_2012-12-28,6913.993348223044
10_31_2013-01-04,4231.953492326099
10_31_2013-01-11,3865.567329035426
10_31_2013-01-18,3872.6133783740293
10_31_2013-01-25,3970.5141958516124
10_31_2013-02-01,5153.629507048894
10_31_2013-02-08,5178.725027866825
10_31_2013-02-15,5444.570484764046
10_31_2013-02-22,5469.886925678197
10_31_2013-03-01,5112.5881418590825
10_31_2013-03-08,4859.363162450408
10_31_2013-03-15,5373.184340167247
10_31_2013-03-22,5757.187252124856
10_31_2013-03-29,7034.644979587149
10_31_2013-04-05,5731.006582201811
10_31_2013-04-12,6064.209700840243
10_31_2013-04-19,5978.701142572862
10_31_2013-04-26,6133.354175662761
10_31_2013-05-03,8401.031762956702
10_31_2013-05-10,7217.184993156135
10_31_2013-05-17,8512.988386041256
10_31_2013-05-24,9026.794864533837
10_31_2013-05-31,9002.370390088603
10_31_2013-06-07,8634.997566609423
10_31_2013-06-14,9286.498651890157
10_31_2013-06-21,8924.138379830045
10_31_2013-06-28,8303.62979094604
10_31_2013-07-05,9038.557123940582
10_31_2013-07-12,8552.315559337694
10_31_2013-07-19,8208.984623135413
10_31_2013-07-26,8590.134029260129
10_32_2012-11-02,19442.624994915495
10_32_2012-11-09,20106.364486630846
10_32_2012-11-16,21121.383135017302
10_32_2012-11-23,25546.05009278825
10_32_2012-11-30,27654.97438288639
10_32_2012-12-07,25742.783395753897
10_32_2012-12-14,32531.649515972385
10_32_2012-12-21,49655.537461778156
10_32_2012-12-28,30748.197633169468
10_32_2013-01-04,17669.621460029837
10_32_2013-01-11,17095.17201358531
10_32_2013-01-18,15699.509141040735
10_32_2013-01-25,16616.800472990395
10_32_2013-02-01,23881.314982657448
10_32_2013-02-08,20310.168071583932
10_32_2013-02-15,26840.969118597946
10_32_2013-02-22,22727.397619144587
10_32_2013-03-01,19664.815584024436
10_32_2013-03-08,20073.131519003255
10_32_2013-03-15,19563.300087479634
10_32_2013-03-22,22259.519126556548
10_32_2013-03-29,21989.609349463564
10_32_2013-04-05,19148.253708604618
10_32_2013-04-12,19892.402238016602
10_32_2013-04-19,18871.285832207923
10_32_2013-04-26,19430.04255876718
10_32_2013-05-03,21888.97027186302
10_32_2013-05-10,22572.073813035964
10_32_2013-05-17,22236.89842570628
10_32_2013-05-24,21244.031180263984
10_32_2013-05-31,20952.149230438125
10_32_2013-06-07,20860.099448614495
10_32_2013-06-14,23292.434902850655
10_32_2013-06-21,21296.697603064436
10_32_2013-06-28,20632.95033094878
10_32_2013-07-05,19654.39824547327
10_32_2013-07-12,20449.96062141005
10_32_2013-07-19,20296.620628582743
10_32_2013-07-26,18735.76576383394
10_33_2012-11-02,15597.165465686718
10_33_2012-11-09,16265.924634795376
10_33_2012-11-16,16346.684269105826
10_33_2012-11-23,24023.13336778841
10_33_2012-11-30,24308.916352863424
10_33_2012-12-07,21893.12156622831
10_33_2012-12-14,22279.238968083104
10_33_2012-12-21,26610.74822093653
10_33_2012-12-28,15627.441628421777
10_33_2013-01-04,10075.130554629552
10_33_2013-01-11,10228.960120472431
10_33_2013-01-18,10137.07048916931
10_33_2013-01-25,10508.465586170027
10_33_2013-02-01,15883.559015820478
10_33_2013-02-08,13735.435600444169
10_33_2013-02-15,15259.649931230597
10_33_2013-02-22,14706.40983264332
10_33_2013-03-01,14469.948420101236
10_33_2013-03-08,14257.147028125575
10_33_2013-03-15,14134.646713026563
10_33_2013-03-22,15643.504101663062
10_33_2013-03-29,18604.77533691278
10_33_2013-04-05,15447.050719340861
10_33_2013-04-12,15894.595270358272
10_33_2013-04-19,13908.722039204185
10_33_2013-04-26,14456.829037319361
10_33_2013-05-03,17625.81155882597
10_33_2013-05-10,15344.615915688853
10_33_2013-05-17,15997.674739486194
10_33_2013-05-24,17397.38235196344
10_33_2013-05-31,15949.736381083867
10_33_2013-06-07,20277.899225104888
10_33_2013-06-14,20068.70378478307
10_33_2013-06-21,20594.18038938471
10_33_2013-06-28,19414.61585308661
10_33_2013-07-05,19210.771511715942
10_33_2013-07-12,17723.338546068004
10_33_2013-07-19,17201.455733298717
10_33_2013-07-26,16122.87902671417
10_34_2012-11-02,44276.02079467992
10_34_2012-11-09,43218.00294140696
10_34_2012-11-16,44923.74141373986
10_34_2012-11-23,47550.16185212241
10_34_2012-11-30,43922.60195249592
10_34_2012-12-07,43572.49268515604
10_34_2012-12-14,44613.05996867959
10_34_2012-12-21,45500.83945059402
10_34_2012-12-28,41091.730499607045
10_34_2013-01-04,34414.57869692726
10_34_2013-01-11,36146.22391196976
10_34_2013-01-18,33080.82338521054
10_34_2013-01-25,35455.65309695748
10_34_2013-02-01,45591.651160997084
10_34_2013-02-08,45495.47621748799
10_34_2013-02-15,44455.57717839
10_34_2013-02-22,44571.12976248188
10_34_2013-03-01,43539.567350032805
10_34_2013-03-08,46019.58671567314
10_34_2013-03-15,42254.728492155045
10_34_2013-03-22,48421.28187373897
10_34_2013-03-29,45200.24370475769
10_34_2013-04-05,45792.416690739985
10_34_2013-04-12,45438.34353418243
10_34_2013-04-19,43113.97118396277
10_34_2013-04-26,43351.33282907539
10_34_2013-05-03,56154.27415165649
10_34_2013-05-10,53761.7673169788
10_34_2013-05-17,54829.68259056831
10_34_2013-05-24,55457.38329098597
10_34_2013-05-31,53149.24897169134
10_34_2013-06-07,62622.32599343694
10_34_2013-06-14,59278.72592531409
10_34_2013-06-21,59026.59742427238
10_34_2013-06-28,57917.9147165674
10_34_2013-07-05,58928.21357627719
10_34_2013-07-12,56926.35609556017
10_34_2013-07-19,56003.41054068773
10_34_2013-07-26,53021.95511781078
10_35_2012-11-02,9987.197432165778
10_35_2012-11-09,8518.221747167587
10_35_2012-11-16,9275.231471078176
10_35_2012-11-23,9134.30806930965
10_35_2012-11-30,9702.833042408678
10_35_2012-12-07,9769.590864653845
10_35_2012-12-14,9676.810486820468
10_35_2012-12-21,10024.056170135857
10_35_2012-12-28,8102.107307368836
10_35_2013-01-04,6556.498411694064
10_35_2013-01-11,6371.5735667734225
10_35_2013-01-18,5890.263836560275
10_35_2013-01-25,6263.361736852859
10_35_2013-02-01,9250.537930053148
10_35_2013-02-08,8763.185111855268
10_35_2013-02-15,9001.544063069803
10_35_2013-02-22,9346.254600188313
10_35_2013-03-01,9350.854705485579
10_35_2013-03-08,10333.97611872793
10_35_2013-03-15,8470.65209968898
10_35_2013-03-22,10355.87642104176
10_35_2013-03-29,10264.312214181951
10_35_2013-04-05,9136.590759236
10_35_2013-04-12,8819.568895196751
10_35_2013-04-19,8641.445330152943
10_35_2013-04-26,8739.109939095391
10_35_2013-05-03,10741.447221652486
10_35_2013-05-10,9139.675428024806
10_35_2013-05-17,9564.523262227025
10_35_2013-05-24,9486.773758396568
10_35_2013-05-31,9195.100805947803
10_35_2013-06-07,10332.172848207481
10_35_2013-06-14,9021.504142983891
10_35_2013-06-21,9142.109832784365
10_35_2013-06-28,8869.142554617312
10_35_2013-07-05,9874.890904235788
10_35_2013-07-12,8702.389936038513
10_35_2013-07-19,8509.677867630864
10_35_2013-07-26,8471.962991917968
10_36_2012-11-02,4913.716540087751
10_36_2012-11-09,4934.059829413805
10_36_2012-11-16,4925.199266709088
10_36_2012-11-23,5271.942373449342
10_36_2012-11-30,4608.126758144103
10_36_2012-12-07,5790.437385210305
10_36_2012-12-14,6285.0637682294355
10_36_2012-12-21,7275.274820107369
10_36_2012-12-28,2910.2759570067797
10_36_2013-01-04,1729.9651339150355
10_36_2013-01-11,2009.128266093112
10_36_2013-01-18,1491.906578467107
10_36_2013-01-25,1798.5896133044398
10_36_2013-02-01,3996.505838377411
10_36_2013-02-08,3268.7190005723555
10_36_2013-02-15,3912.8605121334926
10_36_2013-02-22,3587.808307171548
10_36_2013-03-01,3183.557513805481
10_36_2013-03-08,3996.4649329650597
10_36_2013-03-15,3483.7624947971417
10_36_2013-03-22,4684.736472622219
10_36_2013-03-29,4606.19307019042
10_36_2013-04-05,5008.224633093467
10_36_2013-04-12,4890.485545119575
10_36_2013-04-19,4510.6772042784605
10_36_2013-04-26,4680.384249250023
10_36_2013-05-03,5660.991529326205
10_36_2013-05-10,4709.369253359107
10_36_2013-05-17,4897.3304538706525
10_36_2013-05-24,5562.932756921811
10_36_2013-05-31,4692.025317365436
10_36_2013-06-07,8658.84926148844
10_36_2013-06-14,7722.575121303422
10_36_2013-06-21,7274.375446085715
10_36_2013-06-28,7102.533348310062
10_36_2013-07-05,7260.516396307801
10_36_2013-07-12,5779.975664028967
10_36_2013-07-19,5518.104633512276
10_36_2013-07-26,5181.345851383504
10_37_2012-11-02,4362.577687396779
10_37_2012-11-09,4385.917521871048
10_37_2012-11-16,4038.520986230311
10_37_2012-11-23,4784.870592960581
10_37_2012-11-30,4795.925194124579
10_37_2012-12-07,4184.880330611204
10_37_2012-12-14,4286.256353240924
10_37_2012-12-21,4462.7859563943875
10_37_2012-12-28,3519.2716108774994
10_37_2013-01-04,3901.477616218467
10_37_2013-01-11,3538.0578523434374
10_37_2013-01-18,3442.4339556691066
10_37_2013-01-25,3289.25331008291
10_37_2013-02-01,4280.085327644371
10_37_2013-02-08,3899.3425335426678
10_37_2013-02-15,4559.925448979263
10_37_2013-02-22,4283.951929128876
10_37_2013-03-01,4251.152310397764
10_37_2013-03-08,4259.098192715449
10_37_2013-03-15,4213.1233752910275
10_37_2013-03-22,4053.3167715361665
10_37_2013-03-29,4768.643330195474
10_37_2013-04-05,4547.890432692908
10_37_2013-04-12,4179.09244982327
10_37_2013-04-19,4047.308617260788
10_37_2013-04-26,4176.6233083654415
10_37_2013-05-03,5077.239778580816
10_37_2013-05-10,4138.321042479046
10_37_2013-05-17,4091.629031620265
10_37_2013-05-24,4484.604232560154
10_37_2013-05-31,4299.82764117482
10_37_2013-06-07,4398.400526508406
10_37_2013-06-14,4236.299355974917
10_37_2013-06-21,4315.719448546231
10_37_2013-06-28,4184.455583192337
10_37_2013-07-05,4131.604139201672
10_37_2013-07-12,4134.602001941973
10_37_2013-07-19,3861.997754965684
10_37_2013-07-26,3995.6130212964367
10_38_2012-11-02,98798.735129477
10_38_2012-11-09,90442.45584765836
10_38_2012-11-16,93704.77245343606
10_38_2012-11-23,69089.21336945
10_38_2012-11-30,83078.79729375358
10_38_2012-12-07,103396.2403212404
10_38_2012-12-14,97737.10071933766
10_38_2012-12-21,96756.48072177237
10_38_2012-12-28,86786.58077863778
10_38_2013-01-04,103258.24095539024
10_38_2013-01-11,103370.66123686469
10_38_2013-01-18,98564.44130297225
10_38_2013-01-25,95225.72153501296
10_38_2013-02-01,104627.7680484598
10_38_2013-02-08,102757.80870704299
10_38_2013-02-15,106122.16954783349
10_38_2013-02-22,103362.10262791932
10_38_2013-03-01,101713.81973562368
10_38_2013-03-08,105245.94991228437
10_38_2013-03-15,94654.05479402828
10_38_2013-03-22,93414.80232007934
10_38_2013-03-29,93204.55366356969
10_38_2013-04-05,94660.83391756892
10_38_2013-04-12,91681.38763680424
10_38_2013-04-19,88834.7042989074
10_38_2013-04-26,88634.94838680293
10_38_2013-05-03,88137.39228779876
10_38_2013-05-10,84498.61440992866
10_38_2013-05-17,83969.42316316444
10_38_2013-05-24,84015.91159335565
10_38_2013-05-31,81699.48882038538
10_38_2013-06-07,82161.7592518104
10_38_2013-06-14,79359.42925933651
10_38_2013-06-21,80900.7265870009
10_38_2013-06-28,81943.1492932905
10_38_2013-07-05,81126.24182963028
10_38_2013-07-12,79975.88667111
10_38_2013-07-19,79766.82125365475
10_38_2013-07-26,79260.40130942095
10_40_2012-11-02,100521.96113592802
10_40_2012-11-09,95545.29141860492
10_40_2012-11-16,97239.61513199715
10_40_2012-11-23,85375.6743246909
10_40_2012-11-30,91172.60710493193
10_40_2012-12-07,100298.28214042856
10_40_2012-12-14,98858.49407964644
10_40_2012-12-21,101792.20088653362
10_40_2012-12-28,91529.63815764594
10_40_2013-01-04,102855.65437574826
10_40_2013-01-11,100942.16972150619
10_40_2013-01-18,98336.94814981955
10_40_2013-01-25,97725.62397790555
10_40_2013-02-01,105680.03779188724
10_40_2013-02-08,105287.23492757646
10_40_2013-02-15,105669.168189996
10_40_2013-02-22,100635.93336104683
10_40_2013-03-01,105388.31142646454
10_40_2013-03-08,109625.05460358018
10_40_2013-03-15,101648.02840709458
10_40_2013-03-22,99528.03148784584
10_40_2013-03-29,99148.86963903072
10_40_2013-04-05,100440.31019811436
10_40_2013-04-12,98321.3846550344
10_40_2013-04-19,96079.23604458889
10_40_2013-04-26,95262.31489546351
10_40_2013-05-03,102268.31138886852
10_40_2013-05-10,98351.45560320295
10_40_2013-05-17,97981.1006784786
10_40_2013-05-24,98779.24096756135
10_40_2013-05-31,96070.6201974746
10_40_2013-06-07,100418.42138140448
10_40_2013-06-14,95201.39630553918
10_40_2013-06-21,96060.33974395636
10_40_2013-06-28,96593.13523038763
10_40_2013-07-05,96168.83641368979
10_40_2013-07-12,96156.43532256466
10_40_2013-07-19,95580.95120047024
10_40_2013-07-26,94227.1162597694
10_41_2012-11-02,10581.56949703623
10_41_2012-11-09,10349.81854548823
10_41_2012-11-16,10063.869285869298
10_41_2012-11-23,15377.350813739587
10_41_2012-11-30,16524.979661014044
10_41_2012-12-07,12654.031740318444
10_41_2012-12-14,14071.978484106785
10_41_2012-12-21,15351.556259368432
10_41_2012-12-28,10710.304637981117
10_41_2013-01-04,7067.248135291122
10_41_2013-01-11,6555.291843944866
10_41_2013-01-18,6553.0257398669555
10_41_2013-01-25,6896.769662541294
10_41_2013-02-01,7802.961134817952
10_41_2013-02-08,8446.828907480185
10_41_2013-02-15,8111.600854869683
10_41_2013-02-22,7745.097369810783
10_41_2013-03-01,8021.2584655115625
10_41_2013-03-08,7506.898150837116
10_41_2013-03-15,7828.001128039294
10_41_2013-03-22,11087.221415191168
10_41_2013-03-29,11671.924376570809
10_41_2013-04-05,10404.65755612191
10_41_2013-04-12,8133.162245024822
10_41_2013-04-19,7890.2509123311465
10_41_2013-04-26,8251.733115899739
10_41_2013-05-03,7363.700009719291
10_41_2013-05-10,7267.865181293158
10_41_2013-05-17,7053.015025363029
10_41_2013-05-24,7753.34624029742
10_41_2013-05-31,8070.564143762787
10_41_2013-06-07,10273.08085555472
10_41_2013-06-14,10973.47412641695
10_41_2013-06-21,8431.014184978929
10_41_2013-06-28,7752.798477205872
10_41_2013-07-05,7871.5220447880765
10_41_2013-07-12,7296.1491600514455
10_41_2013-07-19,6945.791239227764
10_41_2013-07-26,6859.412298908743
10_42_2012-11-02,11997.177226165373
10_42_2012-11-09,11619.320924406635
10_42_2012-11-16,11729.559154352644
10_42_2012-11-23,11861.76760974486
10_42_2012-11-30,11941.551918801895
10_42_2012-12-07,11879.542735060444
10_42_2012-12-14,12052.671689478317
10_42_2012-12-21,12134.404079081265
10_42_2012-12-28,10721.835816807958
10_42_2013-01-04,10570.41207821036
10_42_2013-01-11,10601.433203927776
10_42_2013-01-18,10081.00253455223
10_42_2013-01-25,10301.534130005619
10_42_2013-02-01,12288.70753889889
10_42_2013-02-08,12233.240094095376
10_42_2013-02-15,12171.268672180078
10_42_2013-02-22,11847.10786515573
10_42_2013-03-01,12824.291603885395
10_42_2013-03-08,12444.418144223815
10_42_2013-03-15,12061.042067685634
10_42_2013-03-22,11937.059953652568
10_42_2013-03-29,12053.37717398325
10_42_2013-04-05,12306.891615066917
10_42_2013-04-12,12020.149173981405
10_42_2013-04-19,11979.643973342741
10_42_2013-04-26,11897.238056845048
10_42_2013-05-03,13092.72586699885
10_42_2013-05-10,12763.978822445775
10_42_2013-05-17,12935.23241901748
10_42_2013-05-24,13133.509634054413
10_42_2013-05-31,13000.913152634595
10_42_2013-06-07,13302.877781829746
10_42_2013-06-14,12756.600279669807
10_42_2013-06-21,13122.647910556285
10_42_2013-06-28,12796.708770036366
10_42_2013-07-05,13698.999077980681
10_42_2013-07-12,13247.462004173032
10_42_2013-07-19,12991.167499433608
10_42_2013-07-26,13010.18802517138
10_44_2012-11-02,9164.92474652622
10_44_2012-11-09,9285.245301941179
10_44_2012-11-16,9615.274384941087
10_44_2012-11-23,13024.560980967099
10_44_2012-11-30,12829.915256016768
10_44_2012-12-07,13994.479720970692
10_44_2012-12-14,13178.251685389194
10_44_2012-12-21,14537.416749532113
10_44_2012-12-28,9121.997957109901
10_44_2013-01-04,7168.689173737257
10_44_2013-01-11,7440.109280078934
10_44_2013-01-18,7080.831578702764
10_44_2013-01-25,7371.684507562937
10_44_2013-02-01,9269.324041840726
10_44_2013-02-08,9181.08104669727
10_44_2013-02-15,9093.229075492274
10_44_2013-02-22,9018.049809501495
10_44_2013-03-01,8881.227332298304
10_44_2013-03-08,9042.578303437742
10_44_2013-03-15,8852.580618956075
10_44_2013-03-22,9875.50987158376
10_44_2013-03-29,11045.72317561709
10_44_2013-04-05,9771.415030531147
10_44_2013-04-12,8605.391215633419
10_44_2013-04-19,8472.392096691558
10_44_2013-04-26,8542.199483059521
10_44_2013-05-03,8809.098086063806
10_44_2013-05-10,7857.37790677238
10_44_2013-05-17,7759.212740672508
10_44_2013-05-24,8360.80800934484
10_44_2013-05-31,7740.514855866391
10_44_2013-06-07,8860.586865591771
10_44_2013-06-14,9745.631523501192
10_44_2013-06-21,9022.686821806574
10_44_2013-06-28,8362.880541511002
10_44_2013-07-05,8260.535631894118
10_44_2013-07-12,7840.431943389507
10_44_2013-07-19,7576.025996325021
10_44_2013-07-26,7447.340466446094
10_45_2012-11-23,307.99796377302414
10_46_2012-11-02,53976.04423692337
10_46_2012-11-09,52554.67063443539
10_46_2012-11-16,54166.10668729828
10_46_2012-11-23,54995.040245456126
10_46_2012-11-30,57315.48294659658
10_46_2012-12-07,61382.528759610155
10_46_2012-12-14,65915.41981911688
10_46_2012-12-21,87502.80511844967
10_46_2012-12-28,65516.84707534142
10_46_2013-01-04,48113.588398863
10_46_2013-01-11,48954.75842736459
10_46_2013-01-18,47694.47003835207
10_46_2013-01-25,48140.03467217932
10_46_2013-02-01,55012.616514466805
10_46_2013-02-08,53748.560793230645
10_46_2013-02-15,54495.6840046607
10_46_2013-02-22,54218.35814517144
10_46_2013-03-01,54616.59083025733
10_46_2013-03-08,57382.83112800495
10_46_2013-03-15,53383.11388047008
10_46_2013-03-22,58365.83945704986
10_46_2013-03-29,56256.70866985806
10_46_2013-04-05,54815.86335538903
10_46_2013-04-12,55917.27161177323
10_46_2013-04-19,54915.510020428905
10_46_2013-04-26,55877.070028109876
10_46_2013-05-03,55255.632083080985
10_46_2013-05-10,53743.21137005899
10_46_2013-05-17,54416.56725870554
10_46_2013-05-24,57227.880690099686
10_46_2013-05-31,55525.527174150644
10_46_2013-06-07,59526.16521528389
10_46_2013-06-14,57082.561832139916
10_46_2013-06-21,57016.698402345566
10_46_2013-06-28,55958.33429620437
10_46_2013-07-05,57022.9302296818
10_46_2013-07-12,54457.45080000907
10_46_2013-07-19,53811.49477518721
10_46_2013-07-26,50906.60998576986
10_47_2012-11-30,682.1042865049059
10_47_2012-12-07,332.90359190386374
10_47_2012-12-14,540.5199389131062
10_47_2012-12-28,-481.7757386017223
10_47_2013-02-08,-145.5363269387707
10_47_2013-04-05,416.9477108669367
10_47_2013-04-12,533.4905946119877
10_47_2013-04-19,480.28095914974995
10_47_2013-07-05,488.4659927282825
10_48_2012-11-02,2537.1080222377027
10_48_2012-11-09,2703.4669446134235
10_48_2012-11-16,2789.6621459290095
10_48_2012-11-23,5268.4963954038585
10_48_2012-11-30,3495.7313054875663
10_48_2012-12-07,3241.1238454352147
10_48_2012-12-14,3688.802861692552
10_48_2012-12-21,4537.532380431139
10_48_2012-12-28,2239.316287874504
10_48_2013-01-04,2318.246856376793
10_48_2013-01-11,1967.6908353218103
10_48_2013-01-18,2067.3934589773953
10_48_2013-01-25,2024.9159219555706
10_48_2013-02-01,2525.7769948245164
10_48_2013-02-08,2114.5081208217093
10_48_2013-02-15,3037.386978078642
10_48_2013-02-22,2339.884635789492
10_48_2013-03-01,2592.369615117161
10_48_2013-03-08,2343.1308430022546
10_48_2013-03-15,2411.8551645360603
10_48_2013-03-22,2798.3619618052594
10_48_2013-03-29,2997.3282238986462
10_48_2013-04-05,2948.83069948127
10_48_2013-04-12,2403.1290278934184
10_48_2013-04-19,2337.517019907732
10_48_2013-04-26,2354.997794628354
10_48_2013-05-03,2897.144945728836
10_48_2013-05-10,2193.4671752731065
10_48_2013-05-17,2275.614437803631
10_48_2013-05-24,2649.2695779352725
10_48_2013-05-31,2203.2637426815645
10_48_2013-06-07,2094.7653909220335
10_48_2013-06-14,2685.1910693033296
10_48_2013-06-21,2389.440696150014
10_48_2013-06-28,2018.7436999449499
10_48_2013-07-05,2011.6541874040213
10_48_2013-07-12,1812.9987782179335
10_48_2013-07-19,1669.1267961209062
10_48_2013-07-26,1787.0217161888997
10_49_2012-11-02,17704.02687871347
10_49_2012-11-09,15848.653038798271
10_49_2012-11-16,16680.735500132563
10_49_2012-11-23,18086.01040612423
10_49_2012-11-30,12924.704052093628
10_49_2012-12-07,16739.948077543566
10_49_2012-12-14,17423.94654449317
10_49_2012-12-21,16746.14767228496
10_49_2012-12-28,15416.841230986181
10_49_2013-01-04,19143.49756579381
10_49_2013-01-11,19679.38096200508
10_49_2013-01-18,18487.925010321855
10_49_2013-01-25,19051.344133340022
10_49_2013-02-01,20267.595677625264
10_49_2013-02-08,19943.817508922373
10_49_2013-02-15,22013.740906792915
10_49_2013-02-22,21239.191226846367
10_49_2013-03-01,22611.5619078141
10_49_2013-03-08,21860.740193821737
10_49_2013-03-15,22692.408979692147
10_49_2013-03-22,19171.985224418193
10_49_2013-03-29,19283.371991218864
10_49_2013-04-05,18856.965054003205
10_49_2013-04-12,18854.074849151315
10_49_2013-04-19,17670.56623239936
10_49_2013-04-26,17543.354082629434
10_49_2013-05-03,19103.61336410096
10_49_2013-05-10,19127.039142255584
10_49_2013-05-17,18521.54607795219
10_49_2013-05-24,19075.2551958921
10_49_2013-05-31,18871.536612361666
10_49_2013-06-07,17521.071781109276
10_49_2013-06-14,16236.564981228785
10_49_2013-06-21,18256.52534666189
10_49_2013-06-28,18319.475661916822
10_49_2013-07-05,19663.034482271054
10_49_2013-07-12,18957.11331448056
10_49_2013-07-19,18557.802310793653
10_49_2013-07-26,18701.560359767118
10_50_2012-11-02,4655.653341523843
10_50_2012-11-09,4086.41245202168
10_50_2012-11-16,4295.701966198181
10_50_2012-11-23,3298.938331601258
10_50_2012-11-30,3627.4590048372547
10_50_2012-12-07,3845.384401638459
10_50_2012-12-14,4303.497254306245
10_50_2012-12-21,3858.039966325415
10_50_2012-12-28,2802.1665332630746
10_50_2013-01-04,4155.935603369774
10_50_2013-01-11,3585.620176488092
10_50_2013-01-18,3561.5820359137488
10_50_2013-01-25,3710.566718267094
10_50_2013-02-01,4220.730606286323
10_50_2013-02-08,3867.726093016193
10_50_2013-02-15,5219.584631067056
10_50_2013-02-22,4469.08654247891
10_50_2013-03-01,4716.83850554221
10_50_2013-03-08,4744.326222364838
10_50_2013-03-15,4594.248887264737
10_50_2013-03-22,3556.5925208618346
10_50_2013-03-29,3986.783677818971
10_50_2013-04-05,4444.662107485159
10_50_2013-04-12,4539.840400603771
10_50_2013-04-19,4207.187627544027
10_50_2013-04-26,3945.5033780588146
10_50_2013-05-03,5316.800726157025
10_50_2013-05-10,5322.825883803913
10_50_2013-05-17,5569.434995250299
10_50_2013-05-24,5255.206297013461
10_50_2013-05-31,5164.674396997933
10_50_2013-06-07,5438.817417430964
10_50_2013-06-14,5349.661489861041
10_50_2013-06-21,5456.715438371484
10_50_2013-06-28,6031.588583810993
10_50_2013-07-05,6335.51473837901
10_50_2013-07-12,6096.455078708952
10_50_2013-07-19,6178.556185886595
10_50_2013-07-26,6284.5887886418395
10_52_2012-11-02,5589.062685900671
10_52_2012-11-09,5593.137619580105
10_52_2012-11-16,5806.606120440424
10_52_2012-11-23,8870.700681355276
10_52_2012-11-30,7774.931093799483
10_52_2012-12-07,7034.869563328015
10_52_2012-12-14,6415.626360956858
10_52_2012-12-21,6512.172681735226
10_52_2012-12-28,5593.788914096641
10_52_2013-01-04,3925.027495990107
10_52_2013-01-11,4031.214788356027
10_52_2013-01-18,3637.4145644539135
10_52_2013-01-25,3876.6565646064805
10_52_2013-02-01,5759.704571877775
10_52_2013-02-08,5409.160156979451
10_52_2013-02-15,5498.53065124796
10_52_2013-02-22,5528.888231788064
10_52_2013-03-01,5602.701789149901
10_52_2013-03-08,5720.72902320554
10_52_2013-03-15,5526.072829997998
10_52_2013-03-22,5550.628182587394
10_52_2013-03-29,6601.566169467957
10_52_2013-04-05,5502.61876149244
10_52_2013-04-12,4779.987647004625
10_52_2013-04-19,4724.324321564838
10_52_2013-04-26,4879.866868421352
10_52_2013-05-03,4689.55912556131
10_52_2013-05-10,4799.112383158403
10_52_2013-05-17,4823.735586287886
10_52_2013-05-24,5143.405394012219
10_52_2013-05-31,5057.820637857756
10_52_2013-06-07,4916.919080628242
10_52_2013-06-14,5098.0077912587
10_52_2013-06-21,4918.725642632254
10_52_2013-06-28,4419.8414903879575
10_52_2013-07-05,4821.7102298273085
10_52_2013-07-12,4171.382029751602
10_52_2013-07-19,3963.312171214559
10_52_2013-07-26,4166.837448740354
10_54_2012-11-02,621.5258721563536
10_54_2012-11-09,716.6203626394039
10_54_2012-11-16,484.78805188864686
10_54_2012-11-23,355.0761603841664
10_54_2012-11-30,834.8247071708829
10_54_2012-12-07,467.675287495125
10_54_2012-12-14,603.4004303505166
10_54_2012-12-21,792.0488420955083
10_54_2012-12-28,120.55959411947548
10_54_2013-01-04,694.9942637459703
10_54_2013-01-11,123.10886134007937
10_54_2013-01-18,253.83110014561439
10_54_2013-01-25,-24.384748995555213
10_54_2013-02-08,145.78012530809542
10_54_2013-02-15,721.9948095348926
10_54_2013-02-22,465.688418898307
10_54_2013-03-01,562.5337408693965
10_54_2013-03-08,495.56632606058844
10_54_2013-03-15,581.10382296108
10_54_2013-03-22,455.4299616788343
10_54_2013-03-29,854.6016224017884
10_54_2013-04-05,848.9292133498582
10_54_2013-04-12,715.6125373778351
10_54_2013-04-19,572.0132948831452
10_54_2013-04-26,604.8265303802306
10_54_2013-05-03,1430.133467397572
10_54_2013-05-10,962.9833694503
10_54_2013-05-17,927.5670399642236
10_54_2013-05-24,970.5608792326898
10_54_2013-06-07,77.08549603013833
10_54_2013-06-14,495.97588544554264
10_54_2013-06-21,335.70243837612776
10_54_2013-06-28,514.649076806792
10_54_2013-07-05,483.40234678104224
10_54_2013-07-12,787.4646068378676
10_54_2013-07-19,586.4682422025411
10_54_2013-07-26,949.424101899967
10_55_2012-11-02,24740.016485684704
10_55_2012-11-09,24791.298394377558
10_55_2012-11-16,27798.27175730797
10_55_2012-11-23,57679.02163367781
10_55_2012-11-30,47867.54116700537
10_55_2012-12-07,34421.67209512811
10_55_2012-12-14,44324.60830518548
10_55_2012-12-21,62407.63768320524
10_55_2012-12-28,39195.2885450416
10_55_2013-01-04,17296.035249214692
10_55_2013-01-11,16939.53434197966
10_55_2013-01-18,14455.305896726954
10_55_2013-01-25,15622.632484953909
10_55_2013-02-01,22953.13073942847
10_55_2013-02-08,17268.88932202302
10_55_2013-02-15,25176.255800516676
10_55_2013-02-22,19513.956819806164
10_55_2013-03-01,19107.38090179153
10_55_2013-03-08,15985.332794309666
10_55_2013-03-15,18452.186645097685
10_55_2013-03-22,18274.437244538236
10_55_2013-03-29,20608.23612479499
